the_geom,dem,sec,ln,pan,pri,prd,pvem,pt,mc,na,morena,pes,ph,pt_mor_pes,pt_morena,pt_pes,mor_pes,pan_prd_mc,pan_prd,pan_mc,prd_mc,cnr,nulos,totales,max,2max,3max,marg_1_2,marg_p_1_2,mar_2_3,marg_p_2_3,part_p,pan_p,pri_p,prd_p,pvem_p,pt_p,mc_p,na_p,morena_p,pes_p,ph_p,pt_mor_pes_p,pt_morena_p,pt_pes_p,mor_pes_P,pan_prd_mc_p,pan_prd_p,pan_mc_p,prd_mc_p,cnr_p,nulos_p,totales_p,max_p,max2_p,max3_p,1er,2ndo,3er,coal_pan_prd_mc,coal_morena_pt_pes,coal_pri,coal_pvem,coal_otros_,coal_totales_p,max_coal,max2_coal,max3_coal,1er_coal,2ndo_coal,3er_coal%
0106000020E6100000010000000103000000010000001B000000565D9E80A3C958C00E1DB89CF46633403550B177AEC958C045AFD59BF26633405E9DB326B9C958C012ED16AAF06633406DB54BA1C3C958C07659D8C1EE663340023AF5F7CEC958C071246163EC663340FDCF9F88DCC958C0A945D87AE96633402DC76383DCC958C05D57C92EE2663340CC350B6CDCC958C0AE0303BBDB66334002C810DEDDC958C03760800F706633407CBAED79D1C958C047A9A5DC6F66334071E4B6B7BBC958C067AD40A26E663340959A0D1DBDC958C01A71556826663340C676B1F6BDC958C05ECA0254FA653340A9B504F5BBC958C0DA5A2962FA653340E2CD9037B8C958C0210D8F7CFA6533401C393D64B3C958C055678D9EFA653340D599B613A9C958C03BD1C856FA653340180B44A0A5C958C059B0CE3EFA65334076B986179BC958C086777EF5F9653340A17D05C499C958C0CD7D9BA33F663340681F8E1DA5C958C0B2ED880727663340A389A6F5A7C958C0EF13CBDC206633406A09CACCA7C958C01AC235C128663340529A4C66A6C958C0C10ADFFE6D663340846632FFA3C958C0FD424ECCE4663340B7B32B9AA3C958C0D035E173ED663340565D9E80A3C958C00E1DB89CF4663340,BENITO JUAREZ,4279,1228,306,106,27,22,15,25,12,303,9,14,13,3,0,2,5,1,3,0,0,22,888,306,303,106,3,0.003378378,197,0.221846847,0.723127036,34.46%,11.94%,3.04%,2.48%,1.69%,2.82%,1.35%,34.12%,1.01%,1.58%,1.46%,0.34%,0.00%,0.23%,0.56%,0.11%,0.34%,0.00%,0.00%,2.48%,100.00%,34.46%,34.12%,11.94%,PAN,MORENA,PRI,41.33%,37.84%,11.94%,2.48%,6.42%,100.00%,41.33%,37.84%,11.94%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E610000001000000010300000001000000180000002C3025E586C958C054D7331BFB663340B837817B97C958C0F0164857F7663340355CD6D6A0C958C0CE278037F5663340565D9E80A3C958C00E1DB89CF4663340B7B32B9AA3C958C0D035E173ED663340846632FFA3C958C0FD424ECCE4663340529A4C66A6C958C0C10ADFFE6D6633406A09CACCA7C958C01AC235C128663340A389A6F5A7C958C0EF13CBDC20663340681F8E1DA5C958C0B2ED880727663340A17D05C499C958C0CD7D9BA33F66334076B986179BC958C086777EF5F9653340EDB91FCB8FC958C079120281F96533408F5E521385C958C0F1D06F12F965334013F7088A7BC958C03B2A14B0F8653340976DD0A979C958C0DDB846D35E663340E394857A78C958C071CE51678C66334084F5443A78C958C052874A3396663340759ECF8F77C958C0B016F8F6BC6633408849895B82C958C0B83CC8AABF663340D0BE6C7681C958C0CA21C106EB663340838A943987C958C04EA39301EA6633401FA4410E87C958C01635C0C7F26633402C3025E586C958C054D7331BFB663340,BENITO JUAREZ,4280,1326,373,88,29,21,11,18,12,314,6,19,9,2,0,2,9,6,1,0,0,18,938,373,314,88,59,0.062899787,226,0.240938166,0.707390649,39.77%,9.38%,3.09%,2.24%,1.17%,1.92%,1.28%,33.48%,0.64%,2.03%,0.96%,0.21%,0.00%,0.21%,0.96%,0.64%,0.11%,0.00%,0.00%,1.92%,100.00%,39.77%,33.48%,9.38%,PAN,MORENA,PRI,46.48%,36.03%,9.38%,2.24%,5.86%,100.00%,46.48%,36.03%,9.38%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E610000001000000010300000001000000130000001014A7294AC958C0C7BCF84B046733403980E2D65AC958C0BEB0A7240267334080619F1368C958C0025245DAFF663340FCCA3F2A68C958C074DD50D5F866334045C3444968C958C0523FB236EF66334094280FF768C958C09C4E864FB966334088D961BE74C958C0C9046042BC663340759ECF8F77C958C0B016F8F6BC66334084F5443A78C958C052874A3396663340E394857A78C958C071CE51678C663340976DD0A979C958C0DDB846D35E6633400DD32FAF76C958C0322B18A95D6633404156FEF56AC958C05C6F3A2A59663340F021D8105EC958C00F03468B546633405151FEFE4FC958C0E39AC03C51663340B362D4E84CC958C0EFDBA3FBAF66334047C923834AC958C08B1F2991F966334050A7855F4AC958C0A2D074D6FD6633401014A7294AC958C0C7BCF84B04673340,BENITO JUAREZ,4281,1481,381,129,35,31,14,16,17,359,18,20,9,3,1,1,7,1,1,0,1,39,1083,381,359,129,22,0.020313943,230,0.212373038,0.73126266,35.18%,11.91%,3.23%,2.86%,1.29%,1.48%,1.57%,33.15%,1.66%,1.85%,0.83%,0.28%,0.09%,0.09%,0.65%,0.09%,0.09%,0.00%,0.09%,3.60%,100.00%,35.18%,33.15%,11.91%,PAN,MORENA,PRI,40.72%,35.64%,11.91%,2.86%,8.77%,99.91%,40.72%,35.64%,11.91%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000000F000000976DD0A979C958C0DDB846D35E66334013F7088A7BC958C03B2A14B0F8653340E7407FAB78C958C0A0DB2688F8653340B1403F0F6DC958C01FB1E4C2F7653340D01F19E35FC958C0FEC50EEBF66533409D1AF3B652C958C0AC942913F6653340360E517946C958C0DA6A4697ED65334076AEF85A3CC958C040A1E493E6653340352375B738C958C0D893CD91416633400137BBFF42C958C0AA8F6D7D486633405151FEFE4FC958C0E39AC03C51663340F021D8105EC958C00F03468B546633404156FEF56AC958C05C6F3A2A596633400DD32FAF76C958C0322B18A95D663340976DD0A979C958C0DDB846D35E663340,BENITO JUAREZ,4282,1279,353,99,23,24,20,10,13,300,15,29,4,4,0,0,7,1,0,0,2,22,926,353,300,99,53,0.057235421,201,0.217062635,0.724003127,38.12%,10.69%,2.48%,2.59%,2.16%,1.08%,1.40%,32.40%,1.62%,3.13%,0.43%,0.43%,0.00%,0.00%,0.76%,0.11%,0.00%,0.00%,0.22%,2.38%,100.00%,38.12%,32.40%,10.69%,PAN,MORENA,PRI,42.55%,35.42%,10.69%,2.59%,8.75%,100.00%,42.55%,35.42%,10.69%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000001100000082C866D548C958C0008F64643067334098AD854749C958C0CABC0E98216733401014A7294AC958C0C7BCF84B0467334050A7855F4AC958C0A2D074D6FD66334047C923834AC958C08B1F2991F9663340B362D4E84CC958C0EFDBA3FBAF6633405151FEFE4FC958C0E39AC03C516633400137BBFF42C958C0AA8F6D7D48663340352375B738C958C0D893CD91416633402FAA3C802CC958C0ACE8EF353B663340ED76BD5C2AC958C04AE29B287466334035CE82D828C958C01B543A8A9C6633408000BB5F25C958C0233112F7F86633402D07F20625C958C039842138026733408D473C6C24C958C04D04974F12673340EE2F218423C958C02CA9731C2967334082C866D548C958C0008F646430673340,BENITO JUAREZ,4283,1449,401,124,30,28,11,16,14,347,11,16,6,1,1,0,5,0,1,0,1,26,1039,401,347,124,54,0.051973051,223,0.214629451,0.717046239,38.59%,11.93%,2.89%,2.69%,1.06%,1.54%,1.35%,33.40%,1.06%,1.54%,0.58%,0.10%,0.10%,0.00%,0.48%,0.00%,0.10%,0.00%,0.10%,2.50%,100.00%,38.59%,33.40%,11.93%,PAN,MORENA,PRI,43.60%,35.13%,11.93%,2.69%,6.54%,99.90%,43.60%,35.13%,11.93%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E610000001000000010300000001000000100000008000BB5F25C958C0233112F7F866334035CE82D828C958C01B543A8A9C663340ED76BD5C2AC958C04AE29B28746633402FAA3C802CC958C0ACE8EF353B663340352375B738C958C0D893CD914166334076AEF85A3CC958C040A1E493E6653340CF9A0D6D30C958C0B6A06D0BE0653340D55E578B21C958C030F51221D6653340EEC19B1D14C958C07556DDB9CD6533400BE5231F06C958C0672463B9C6653340C698915402C958C04046736C24663340C9E2D386FEC858C09BFCE20D84663340364A93F40CC958C0837A6CA78B663340FB8A292A09C958C0AC60AE50E9663340D527267B16C958C0E257C005F16633408000BB5F25C958C0233112F7F8663340,BENITO JUAREZ,4284,2166,600,174,37,53,18,32,10,540,21,42,14,2,1,3,14,3,1,0,3,36,1604,600,540,174,60,0.037406484,366,0.228179551,0.740535549,37.41%,10.85%,2.31%,3.30%,1.12%,2.00%,0.62%,33.67%,1.31%,2.62%,0.87%,0.12%,0.06%,0.19%,0.87%,0.19%,0.06%,0.00%,0.19%,2.24%,100.00%,37.41%,33.67%,10.85%,PAN,MORENA,PRI,42.83%,35.97%,10.85%,3.30%,6.98%,99.94%,42.83%,35.97%,10.85%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000001100000060ED4FC2FAC858C0289D0745E1663340C9E2D386FEC858C09BFCE20D84663340C698915402C958C04046736C24663340847FE469F3C858C0CFE70BAD1B663340F4DD2C97E4C858C0880F9DFB12663340CF31E44FD8C858C03A4228C80B66334070727DBDC8C858C0E7E027A6026633400F31EA54C8C858C0F7AEA2BC0B6633403EB3360CC7C858C00F32354D286633405F8A61F8C4C858C063CFDC6461663340F3DBAAB4C3C858C0DEF1FA248466334067412086C1C858C068065F1AC0663340D96AD9AFC5C858C060498772C2663340ED36D01BD1C858C000191DE1C866334056B8A83CDDC858C0E41C82B5CF663340458C7BFFEBC858C0F3794E7DD866334060ED4FC2FAC858C0289D0745E1663340,BENITO JUAREZ,4285,1955,520,163,37,47,25,15,14,504,19,33,15,3,1,0,14,3,2,0,1,26,1442,520,504,163,16,0.0110957,341,0.236477115,0.737595908,36.06%,11.30%,2.57%,3.26%,1.73%,1.04%,0.97%,34.95%,1.32%,2.29%,1.04%,0.21%,0.07%,0.00%,0.97%,0.21%,0.14%,0.00%,0.07%,1.80%,100.00%,36.06%,34.95%,11.30%,PAN,MORENA,PRI,40.98%,37.93%,11.30%,3.26%,6.45%,99.93%,40.98%,37.93%,11.30%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000000D000000C698915402C958C04046736C246633400BE5231F06C958C0672463B9C6653340E260815CF7C858C03ECE7C30BE6533401135E776E8C858C0FAF1A18AB565334022D81C74ECC858C08FB2FFC44D653340033EE281E0C858C06F6BF44F46653340D8457CACD0C858C0484A9D6D3C653340E235147BCCC858C0B611F930A565334070727DBDC8C858C0E7E027A602663340CF31E44FD8C858C03A4228C80B663340F4DD2C97E4C858C0880F9DFB12663340847FE469F3C858C0CFE70BAD1B663340C698915402C958C04046736C24663340,BENITO JUAREZ,4286,1621,458,118,31,31,17,24,5,429,12,30,3,2,0,0,6,0,3,1,2,23,1195,458,429,118,29,0.024267782,311,0.260251046,0.73719926,38.33%,9.87%,2.59%,2.59%,1.42%,2.01%,0.42%,35.90%,1.00%,2.51%,0.25%,0.17%,0.00%,0.00%,0.50%,0.00%,0.25%,0.08%,0.17%,1.92%,100.00%,38.33%,35.90%,9.87%,PAN,MORENA,PRI,43.77%,37.74%,9.87%,2.59%,6.03%,100.00%,43.77%,37.74%,9.87%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000000F0000000BE5231F06C958C0672463B9C6653340E534BE310AC958C0C9C2DC156165334093CAA4330EC958C0E89A1B16006533402A5BFB4BFFC858C04017FC14F7643340B48AFE66F0C858C0BF9F6515EE6433404C437669E4C858C02E5FE7D6E6643340EBD50FBED8C858C0EB58FBC9DF643340364DFC5AD4C858C0AB4E6E23DD64334014022EA0D1C858C0541A42CA23653340D8457CACD0C858C0484A9D6D3C653340033EE281E0C858C06F6BF44F4665334022D81C74ECC858C08FB2FFC44D6533401135E776E8C858C0FAF1A18AB5653340E260815CF7C858C03ECE7C30BE6533400BE5231F06C958C0672463B9C6653340,BENITO JUAREZ,4287,1518,395,102,28,24,18,15,8,376,22,34,12,2,1,0,10,2,2,0,0,22,1073,395,376,102,19,0.017707363,274,0.255358807,0.70685112,36.81%,9.51%,2.61%,2.24%,1.68%,1.40%,0.75%,35.04%,2.05%,3.17%,1.12%,0.19%,0.09%,0.00%,0.93%,0.19%,0.19%,0.00%,0.00%,2.05%,100.00%,36.81%,35.04%,9.51%,PAN,MORENA,PRI,42.12%,38.02%,9.51%,2.24%,8.01%,99.91%,42.12%,38.02%,9.51%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000000C000000CF9A0D6D30C958C0B6A06D0BE0653340C4F7286332C958C0962EA285AD65334095F2188D34C958C06CB037227765334015A1FF3338C958C0BFEFDBB517653340A2F251012AC958C0CA3093B90F6533407FF47CC31CC958C0EDC8EF460865334093CAA4330EC958C0E89A1B1600653340E534BE310AC958C0C9C2DC15616533400BE5231F06C958C0672463B9C6653340EEC19B1D14C958C07556DDB9CD653340D55E578B21C958C030F51221D6653340CF9A0D6D30C958C0B6A06D0BE0653340,BENITO JUAREZ,4288,1583,485,140,32,37,19,20,13,366,10,25,8,6,0,1,9,3,1,0,1,24,1200,485,366,140,119,0.099166667,226,0.188333333,0.758054327,40.42%,11.67%,2.67%,3.08%,1.58%,1.67%,1.08%,30.50%,0.83%,2.08%,0.67%,0.50%,0.00%,0.08%,0.75%,0.25%,0.08%,0.00%,0.08%,2.00%,100.00%,40.42%,30.50%,11.67%,PAN,MORENA,PRI,45.83%,33.33%,11.67%,3.08%,6.08%,100.00%,45.83%,33.33%,11.67%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000000F0000003813C22453C958C037FF83F5E8653340F1C6E23256C958C0F45402AA896533404B64333A58C958C089C64B824D65334063E26A5859C958C0EB7345522B653340D69110EB4EC958C04008CD2625653340DA93262D44C958C0D5F69ECB1E653340FFAFA2D43EC958C032C4D3A11B65334015A1FF3338C958C0BFEFDBB51765334095F2188D34C958C06CB0372277653340C4F7286332C958C0962EA285AD653340CF9A0D6D30C958C0B6A06D0BE065334076AEF85A3CC958C040A1E493E6653340360E517946C958C0DA6A4697ED6533409D1AF3B652C958C0AC942913F66533403813C22453C958C037FF83F5E8653340,BENITO JUAREZ,4289,1282,353,88,35,35,12,14,9,313,13,21,12,1,0,1,5,0,1,0,1,22,936,353,313,88,40,0.042735043,225,0.240384615,0.730109204,37.71%,9.40%,3.74%,3.74%,1.28%,1.50%,0.96%,33.44%,1.39%,2.24%,1.28%,0.11%,0.00%,0.11%,0.53%,0.00%,0.11%,0.00%,0.11%,2.35%,100.00%,37.71%,33.44%,9.40%,PAN,MORENA,PRI,43.59%,36.22%,9.40%,3.74%,7.05%,100.00%,43.59%,36.22%,9.40%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000000F00000013F7088A7BC958C03B2A14B0F8653340E6EA88C37BC958C0D844E0E1EC6533404C3AA0077FC958C0287FB68D396533402121CF4C7CC958C0981D1BE23765334070EAEBDB70C958C0303085E1326533403343A4A164C958C0E5AA2BF32E65334063E26A5859C958C0EB7345522B6533404B64333A58C958C089C64B824D653340F1C6E23256C958C0F45402AA896533403813C22453C958C037FF83F5E86533409D1AF3B652C958C0AC942913F6653340D01F19E35FC958C0FEC50EEBF6653340B1403F0F6DC958C01FB1E4C2F7653340E7407FAB78C958C0A0DB2688F865334013F7088A7BC958C03B2A14B0F8653340,BENITO JUAREZ,4290,1646,451,104,43,30,22,19,14,410,11,24,8,1,0,2,10,0,0,1,0,32,1182,451,410,104,41,0.034686971,306,0.258883249,0.718104496,38.16%,8.80%,3.64%,2.54%,1.86%,1.61%,1.18%,34.69%,0.93%,2.03%,0.68%,0.08%,0.00%,0.17%,0.85%,0.00%,0.00%,0.08%,0.00%,2.71%,100.00%,38.16%,34.69%,8.80%,PAN,MORENA,PRI,44.33%,37.48%,8.80%,2.54%,6.85%,100.00%,44.33%,37.48%,8.80%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E610000001000000010300000001000000110000001C393D64B3C958C055678D9EFA6533406EDF829AB3C958C00FB31D65EF653340842FEEC1B6C958C0D9779967486533403612DC3AACC958C0269F89274565334085B4BDB3A9C958C0875F8F59446533403DFEB51A9FC958C068941A09426533403E8E198A93C958C0D49A1B3F3F653340C92C6A8C88C958C0DBC17A323D6533404C3AA0077FC958C0287FB68D39653340E6EA88C37BC958C0D844E0E1EC65334013F7088A7BC958C03B2A14B0F86533408F5E521385C958C0F1D06F12F9653340EDB91FCB8FC958C079120281F965334076B986179BC958C086777EF5F9653340180B44A0A5C958C059B0CE3EFA653340D599B613A9C958C03BD1C856FA6533401C393D64B3C958C055678D9EFA653340,BENITO JUAREZ,4291,1861,581,117,37,45,18,22,13,410,18,34,14,0,0,1,12,2,1,0,0,32,1357,581,410,117,171,0.126013265,293,0.215917465,0.729177861,42.82%,8.62%,2.73%,3.32%,1.33%,1.62%,0.96%,30.21%,1.33%,2.51%,1.03%,0.00%,0.00%,0.07%,0.88%,0.15%,0.07%,0.00%,0.00%,2.36%,100.00%,42.82%,30.21%,8.62%,PAN,MORENA,PRI,48.27%,32.65%,8.62%,3.32%,7.15%,100.00%,48.27%,32.65%,8.62%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E610000001000000010300000001000000110000001C393D64B3C958C055678D9EFA653340E2CD9037B8C958C0210D8F7CFA653340A9B504F5BBC958C0DA5A2962FA653340C676B1F6BDC958C05ECA0254FA65334046AAFF16C9C958C0CF638505FA6533408CD75A83D3C958C0498FF3BBF9653340F6C8DE13E0C958C0DD7FE03FFA6533409DE60EA2E0C958C018F7E5D0EF653340507C73A2D3C958C0A4C311BEEF6533403A89546FD4C958C08084D111C2653340103F29A0D4C958C01A862B6DB7653340F6066D77D6C958C066E9F8B150653340CC724CC4CBC958C0D35652D34E65334069B30617C1C958C0A258ED324B653340842FEEC1B6C958C0D9779967486533406EDF829AB3C958C00FB31D65EF6533401C393D64B3C958C055678D9EFA653340,BENITO JUAREZ,4292,1042,283,84,17,20,9,14,4,250,7,15,7,4,0,1,7,1,0,1,1,9,734,283,250,84,33,0.044959128,166,0.226158038,0.704414587,38.56%,11.44%,2.32%,2.72%,1.23%,1.91%,0.54%,34.06%,0.95%,2.04%,0.95%,0.54%,0.00%,0.14%,0.95%,0.14%,0.00%,0.14%,0.14%,1.23%,100.00%,38.56%,34.06%,11.44%,PAN,MORENA,PRI,44.01%,36.92%,11.44%,2.72%,4.90%,100.00%,44.01%,36.92%,11.44%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000000F0000001015A86528CA58C05CBE176B066633400C3D2B9728CA58C0F12ACEE2FD653340D1F5F2FD2BCA58C05408E4D2676533403320AEA620CA58C09B620BA6646533409216C52215CA58C0237AF16F616533404C5E591B0ACA58C01B7E13565E6533405804749305CA58C01ACF57A05D6533402F11EEA2FCC958C0BD1C073A5C653340F3AC40CDFBC958C063BAF58D81653340D999E653F9C958C022F6A264F065334058415020F9C958C039C2268FFB653340E27790E006CA58C0B473ABBFFE65334060263B1012CA58C025DC845201663340B8E60B881DCA58C022CB3100046633401015A86528CA58C05CBE176B06663340,BENITO JUAREZ,4293,960,323,90,15,19,10,16,4,221,6,9,2,1,0,0,9,1,1,0,0,16,743,323,221,90,102,0.137281292,131,0.176312248,0.773958333,43.47%,12.11%,2.02%,2.56%,1.35%,2.15%,0.54%,29.74%,0.81%,1.21%,0.27%,0.13%,0.00%,0.00%,1.21%,0.13%,0.13%,0.00%,0.00%,2.15%,100.00%,43.47%,29.74%,12.11%,PAN,MORENA,PRI,49.13%,31.49%,12.11%,2.56%,4.71%,100.00%,49.13%,31.49%,12.11%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000000B000000941D090A4ACA58C009CB86DD0F663340AB73BB3F4ACA58C005D61B73066633405A50CB8D4DCA58C009A8601272653340BC08CD7842CA58C0E7E63C766E653340C4823DE636CA58C028730E8D6A653340D1F5F2FD2BCA58C05408E4D2676533400C3D2B9728CA58C0F12ACEE2FD6533401015A86528CA58C05CBE176B06663340EC85EDA833CA58C05988C34E0A66334068AB614D3FCA58C00353FA400E663340941D090A4ACA58C009CB86DD0F663340,BENITO JUAREZ,4294,851,287,65,22,14,4,13,4,190,4,11,3,0,0,0,2,0,0,0,2,10,631,287,190,65,97,0.153724247,125,0.198098257,0.741480611,45.48%,10.30%,3.49%,2.22%,0.63%,2.06%,0.63%,30.11%,0.63%,1.74%,0.48%,0.00%,0.00%,0.00%,0.32%,0.00%,0.00%,0.00%,0.32%,1.58%,100.00%,45.48%,30.11%,10.30%,PAN,MORENA,PRI,51.35%,31.22%,10.30%,2.22%,4.91%,100.00%,51.35%,31.22%,10.30%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000000F000000D1F5F2FD2BCA58C05408E4D26765334006D6E9202ECA58C0EB4E738BEE6433409A01CD652DCA58C0B1D54D39E7643340BC7066FA22CA58C0D75104A6E564334058DB20A017CA58C046D32E8DE2643340DCE6F89C0CCA58C09D48128CDF643340081B3B80FEC958C0213865B2DB643340E2021439FDC958C07D9D72B9336533408EC5851FFDC958C044C9C3993A6533402F11EEA2FCC958C0BD1C073A5C6533405804749305CA58C01ACF57A05D6533404C5E591B0ACA58C01B7E13565E6533409216C52215CA58C0237AF16F616533403320AEA620CA58C09B620BA664653340D1F5F2FD2BCA58C05408E4D267653340,BENITO JUAREZ,4295,937,264,67,17,17,16,13,5,226,5,12,5,5,1,1,1,0,2,0,1,12,670,264,226,67,38,0.056716418,159,0.237313433,0.715048026,39.40%,10.00%,2.54%,2.54%,2.39%,1.94%,0.75%,33.73%,0.75%,1.79%,0.75%,0.75%,0.15%,0.15%,0.15%,0.00%,0.30%,0.00%,0.15%,1.79%,100.00%,39.40%,33.73%,10.00%,PAN,MORENA,PRI,44.33%,37.76%,10.00%,2.54%,5.22%,99.85%,44.33%,37.76%,10.00%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E610000001000000010300000001000000120000002F11EEA2FCC958C0BD1C073A5C6533408EC5851FFDC958C044C9C3993A653340E2021439FDC958C07D9D72B933653340081B3B80FEC958C0213865B2DB643340D24F58ADF1C958C078586DC0D8643340C65535D2E5C958C0B9CF4E07D6643340F88F3B3BD9C958C05BE9FD22D3643340325A4CDED2C958C0698D868ED26433400866DB83CEC958C0DBA0F128D264334085B1444FC4C958C0C6241359B36433407BFC9DCCBAC958C0A0385EBC98643340842FEEC1B6C958C0D97799674865334069B30617C1C958C0A258ED324B653340CC724CC4CBC958C0D35652D34E653340F6066D77D6C958C066E9F8B1506533408E6CAF87E3C958C03A8A9486546533409E2FD58AEFC958C022E80711586533402F11EEA2FCC958C0BD1C073A5C653340,BENITO JUAREZ,4296,1452,409,138,22,37,7,16,13,339,13,24,7,2,0,1,10,2,0,0,2,26,1068,409,339,138,70,0.065543071,201,0.188202247,0.73553719,38.30%,12.92%,2.06%,3.46%,0.66%,1.50%,1.22%,31.74%,1.22%,2.25%,0.66%,0.19%,0.00%,0.09%,0.94%,0.19%,0.00%,0.00%,0.19%,2.43%,100.00%,38.30%,31.74%,12.92%,PAN,MORENA,PRI,42.98%,33.33%,12.92%,3.46%,7.30%,100.00%,42.98%,33.33%,12.92%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E61000000100000001030000000100000011000000842FEEC1B6C958C0D9779967486533407BFC9DCCBAC958C0A0385EBC986433406B0D5246B2C958C03A6601197E6433400630BEFBAFC958C04A2CB2FB82643340242DB9BDADC958C024C4D88C82643340C6596714ACC958C0D0B67AC381643340AA30E4CBA9C958C0C1E1F1CD7D64334098C653C9A1C958C0323B53BCA06433409C46A33A95C958C0C981187FD764334036E4427B89C958C04C3AACB90A6533404C3AA0077FC958C0287FB68D39653340C92C6A8C88C958C0DBC17A323D6533403E8E198A93C958C0D49A1B3F3F6533403DFEB51A9FC958C068941A094265334085B4BDB3A9C958C0875F8F59446533403612DC3AACC958C0269F892745653340842FEEC1B6C958C0D977996748653340,BENITO JUAREZ,4297,1440,442,135,14,26,4,5,11,368,1,22,2,2,0,0,4,0,0,0,0,23,1059,442,368,135,74,0.069877243,233,0.220018886,0.735416667,41.74%,12.75%,1.32%,2.46%,0.38%,0.47%,1.04%,34.75%,0.09%,2.08%,0.19%,0.19%,0.00%,0.00%,0.38%,0.00%,0.00%,0.00%,0.00%,2.17%,100.00%,41.74%,34.75%,12.75%,PAN,MORENA,PRI,43.91%,35.51%,12.75%,2.46%,5.38%,100.00%,43.91%,35.51%,12.75%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E610000001000000010300000001000000120000004C3AA0077FC958C0287FB68D3965334036E4427B89C958C04C3AACB90A6533409C46A33A95C958C0C981187FD764334098C653C9A1C958C0323B53BCA0643340AA30E4CBA9C958C0C1E1F1CD7D643340687FFE02A8C958C04057BC0A77643340B7D2866C97C958C0A9B8499678643340065F0BAE8CC958C052DD709679643340FFE631EB81C958C086FBD3997A6433401FD9927274C958C0918FF27A7C6433400495E49069C958C050B588FF7D6433403A6E8DF85EC958C0A3419F147F643340DB95198F5BC958C0A720B78EE764334063E26A5859C958C0EB7345522B6533403343A4A164C958C0E5AA2BF32E65334070EAEBDB70C958C0303085E1326533402121CF4C7CC958C0981D1BE2376533404C3AA0077FC958C0287FB68D39653340,BENITO JUAREZ,4298,1001,253,80,18,17,13,13,10,270,7,15,4,8,0,0,5,2,1,0,0,16,732,270,253,80,17,0.023224044,173,0.236338798,0.731268731,34.56%,10.93%,2.46%,2.32%,1.78%,1.78%,1.37%,36.89%,0.96%,2.05%,0.55%,1.09%,0.00%,0.00%,0.68%,0.27%,0.14%,0.00%,0.00%,2.19%,100.00%,36.89%,34.56%,10.93%,MORENA,PAN,PRI,39.89%,40.30%,10.93%,2.32%,6.56%,100.00%,40.30%,39.89%,10.93%,JUNTOS HAREMOS HISTORIA,POR MÉXICO AL FRENTE,PRI
