dem,eleccion,sec,id_cas,ln,pe,pan,pri,prd,pvem,pt,mc,na,morena,ph,eas,pri_pvem,prd_pt,cnr,nulos,totales,max,2max,3max,marg_1_2,marg_p_1_2,mar_2_3,marg_p_2_3,part_p,pan_p,pri_p,prd_p,pvem_p,pt_p,mc_p,na_p,morena_p,ph_p,es_p,pri_pvem_p,prd_pt_p,cnr_p,nulos_p,totales_p,max_p,max2_p,max3_p,1er,2ndo,3er,coal_pan_p,coal_pri_pvem_p,coal_prd_pt_,coal_morena_p,coal_mc_p,coal_otros_,coal_totales_p,max_coal,max2_coal,max3_coal,1er_coal,2ndo_coal,3er_coal%
BENITO JUAREZ,2015,4464,4464-B,571,596,138,26,11,9,2,13,2,38,3,6,1,0,3,26,278,138,38,26,100,0.3597122302,12,0.0431654676,0.4868651489,49.64%,9.35%,3.96%,3.24%,0.72%,4.68%,0.72%,13.67%,1.08%,2.16%,0.36%,0.00%,1.08%,9.35%,100.00%,49.64%,13.67%,9.35%,PAN,MORENA,PRI,49.64%,12.95%,4.68%,13.67%,4.68%,14.39%,100.00%,49.64%,13.67%,12.95%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4464,4464-C1,571,596,117,30,12,11,1,11,5,43,4,4,0,0,3,22,263,117,43,30,74,0.2813688213,13,0.0494296578,0.4605954466,44.49%,11.41%,4.56%,4.18%,0.38%,4.18%,1.90%,16.35%,1.52%,1.52%,0.00%,0.00%,1.14%,8.37%,100.00%,44.49%,16.35%,11.41%,PAN,MORENA,PRI,44.49%,15.59%,4.94%,16.35%,4.18%,14.45%,100.00%,44.49%,16.35%,15.59%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4464,4464-C2,570,595,137,36,23,7,2,8,3,37,4,5,1,0,1,21,285,137,37,36,100,0.3508771930,1,0.0035087719,0.5000000000,48.07%,12.63%,8.07%,2.46%,0.70%,2.81%,1.05%,12.98%,1.40%,1.75%,0.35%,0.00%,0.35%,7.37%,100.00%,48.07%,12.98%,12.63%,PAN,MORENA,PRI,48.07%,15.44%,8.77%,12.98%,2.81%,11.93%,100.00%,48.07%,15.44%,12.98%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4465,4465-B,545,574,120,27,16,5,2,20,3,36,7,10,1,0,0,27,274,120,36,27,84,0.3065693431,9,0.0328467153,0.5027522936,43.80%,9.85%,5.84%,1.82%,0.73%,7.30%,1.09%,13.14%,2.55%,3.65%,0.36%,0.00%,0.00%,9.85%,100.00%,43.80%,13.14%,9.85%,PAN,MORENA,PRI,43.80%,12.04%,6.57%,13.14%,7.30%,17.15%,100.00%,43.80%,13.14%,12.04%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4465,4465-C1,545,574,110,33,12,2,2,8,8,35,7,9,0,1,1,23,251,110,35,33,75,0.2988047809,2,0.0079681275,0.4605504587,43.82%,13.15%,4.78%,0.80%,0.80%,3.19%,3.19%,13.94%,2.79%,3.59%,0.00%,0.40%,0.40%,9.16%,100.00%,43.82%,13.94%,13.15%,PAN,MORENA,PRI,43.82%,13.94%,5.98%,13.94%,3.19%,19.12%,100.00%,43.82%,13.94%,13.94%,PAN,MORENA,MORENA
BENITO JUAREZ,2015,4466,4466-B,614,642,141,34,17,4,3,14,1,8,4,11,0,0,2,31,270,141,34,17,107,0.3962962963,17,0.0629629630,0.4397394137,52.22%,12.59%,6.30%,1.48%,1.11%,5.19%,0.37%,2.96%,1.48%,4.07%,0.00%,0.00%,0.74%,11.48%,100.00%,52.22%,12.59%,6.30%,PAN,PRI,PRD,52.22%,14.07%,7.41%,2.96%,5.19%,18.15%,100.00%,52.22%,14.07%,7.41%,PAN,PRI_PVEM,PRD_PT
BENITO JUAREZ,2015,4466,4466-C1,613,642,135,29,25,7,2,17,2,31,4,14,0,0,0,23,289,135,31,29,104,0.3598615917,2,0.0069204152,0.4714518760,46.71%,10.03%,8.65%,2.42%,0.69%,5.88%,0.69%,10.73%,1.38%,4.84%,0.00%,0.00%,0.00%,7.96%,100.00%,46.71%,10.73%,10.03%,PAN,MORENA,PRI,46.71%,12.46%,9.34%,10.73%,5.88%,14.88%,100.00%,46.71%,12.46%,10.73%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4466,4466-C2,613,642,124,42,14,7,2,11,6,35,10,10,0,1,0,21,283,124,42,35,82,0.2897526502,7,0.0247349823,0.4616639478,43.82%,14.84%,4.95%,2.47%,0.71%,3.89%,2.12%,12.37%,3.53%,3.53%,0.00%,0.35%,0.00%,7.42%,100.00%,43.82%,14.84%,12.37%,PAN,PRI,MORENA,43.82%,17.31%,6.01%,12.37%,3.89%,16.61%,100.00%,43.82%,17.31%,12.37%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4467,4467-B,413,429,86,38,11,1,1,8,3,21,8,4,1,1,0,16,199,86,38,21,48,0.2412060302,17,0.0854271357,0.4818401937,43.22%,19.10%,5.53%,0.50%,0.50%,4.02%,1.51%,10.55%,4.02%,2.01%,0.50%,0.50%,0.00%,8.04%,100.00%,43.22%,19.10%,10.55%,PAN,PRI,MORENA,43.22%,20.10%,6.53%,10.55%,4.02%,15.58%,100.00%,43.22%,20.10%,10.55%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4467,4467-C1,412,428,72,30,17,7,1,8,3,22,7,4,1,1,0,18,191,72,30,22,42,0.2198952880,8,0.0418848168,0.4635922330,37.70%,15.71%,8.90%,3.66%,0.52%,4.19%,1.57%,11.52%,3.66%,2.09%,0.52%,0.52%,0.00%,9.42%,100.00%,37.70%,15.71%,11.52%,PAN,PRI,MORENA,37.70%,19.90%,9.95%,11.52%,4.19%,16.75%,100.00%,37.70%,19.90%,11.52%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4468,4468-B,508,537,103,33,12,11,1,12,0,30,4,1,0,0,1,30,238,103,33,30,70,0.2941176471,3,0.0126050420,0.4685039370,43.28%,13.87%,5.04%,4.62%,0.42%,5.04%,0.00%,12.61%,1.68%,0.42%,0.00%,0.00%,0.42%,12.61%,100.00%,43.28%,13.87%,12.61%,PAN,PRI,MORENA,43.28%,18.49%,5.46%,12.61%,5.04%,15.13%,100.00%,43.28%,18.49%,12.61%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4468,4468-C1,508,537,97,23,13,8,0,12,6,38,6,8,0,0,2,16,229,97,38,23,59,0.2576419214,15,0.0655021834,0.4507874016,42.36%,10.04%,5.68%,3.49%,0.00%,5.24%,2.62%,16.59%,2.62%,3.49%,0.00%,0.00%,0.87%,6.99%,100.00%,42.36%,16.59%,10.04%,PAN,MORENA,PRI,42.36%,13.54%,5.68%,16.59%,5.24%,16.59%,100.00%,42.36%,16.59%,13.54%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4468,4468-C2,508,537,92,26,12,3,3,7,5,44,4,8,1,0,2,21,228,92,44,26,48,0.2105263158,18,0.0789473684,0.4488188976,40.35%,11.40%,5.26%,1.32%,1.32%,3.07%,2.19%,19.30%,1.75%,3.51%,0.44%,0.00%,0.88%,9.21%,100.00%,40.35%,19.30%,11.40%,PAN,MORENA,PRI,40.35%,13.16%,6.58%,19.30%,3.07%,17.54%,100.00%,40.35%,19.30%,13.16%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4469,4469-B,421,445,129,18,8,3,1,10,0,23,3,4,1,0,2,23,225,129,23,18,106,0.4711111111,5,0.0222222222,0.5344418052,57.33%,8.00%,3.56%,1.33%,0.44%,4.44%,0.00%,10.22%,1.33%,1.78%,0.44%,0.00%,0.89%,10.22%,100.00%,57.33%,10.22%,8.00%,PAN,MORENA,PRI,57.33%,9.78%,4.00%,10.22%,4.44%,14.22%,100.00%,57.33%,10.22%,9.78%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4469,4469-C1,421,445,85,11,14,5,2,6,0,22,2,12,0,0,1,14,174,85,22,14,63,0.3620689655,8,0.0459770115,0.4133016627,48.85%,6.32%,8.05%,2.87%,1.15%,3.45%,0.00%,12.64%,1.15%,6.90%,0.00%,0.00%,0.57%,8.05%,100.00%,48.85%,12.64%,8.05%,PAN,MORENA,PRD,48.85%,9.20%,9.20%,12.64%,3.45%,16.67%,100.00%,48.85%,12.64%,9.20%,PAN,MORENA,PRD_PT
BENITO JUAREZ,2015,4470,4470-B,607,637,139,29,25,9,5,5,0,46,12,21,0,0,1,37,329,139,46,29,93,0.2826747720,17,0.0516717325,0.5420098847,42.25%,8.81%,7.60%,2.74%,1.52%,1.52%,0.00%,13.98%,3.65%,6.38%,0.00%,0.00%,0.30%,11.25%,100.00%,42.25%,13.98%,8.81%,PAN,MORENA,PRI,42.25%,11.55%,9.12%,13.98%,1.52%,21.58%,100.00%,42.25%,13.98%,11.55%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4470,4470-C1,606,636,134,33,13,11,3,13,4,37,12,15,0,0,0,29,304,134,37,33,97,0.3190789474,4,0.0131578947,0.5016501650,44.08%,10.86%,4.28%,3.62%,0.99%,4.28%,1.32%,12.17%,3.95%,4.93%,0.00%,0.00%,0.00%,9.54%,100.00%,44.08%,12.17%,10.86%,PAN,MORENA,PRI,44.08%,14.47%,5.26%,12.17%,4.28%,19.74%,100.00%,44.08%,14.47%,12.17%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4471,4471-B,539,564,102,28,22,19,3,10,6,55,6,11,1,0,2,20,285,102,55,28,47,0.1649122807,27,0.0947368421,0.5287569573,35.79%,9.82%,7.72%,6.67%,1.05%,3.51%,2.11%,19.30%,2.11%,3.86%,0.35%,0.00%,0.70%,7.02%,100.00%,35.79%,19.30%,9.82%,PAN,MORENA,PRI,35.79%,16.84%,8.77%,19.30%,3.51%,15.79%,100.00%,35.79%,19.30%,16.84%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4471,4471-C1,539,563,83,27,29,7,5,6,1,43,6,17,0,1,1,16,242,83,43,29,40,0.1652892562,14,0.0578512397,0.4489795918,34.30%,11.16%,11.98%,2.89%,2.07%,2.48%,0.41%,17.77%,2.48%,7.02%,0.00%,0.41%,0.41%,6.61%,100.00%,34.30%,17.77%,11.98%,PAN,MORENA,PRD,34.30%,14.05%,14.46%,17.77%,2.48%,16.94%,100.00%,34.30%,17.77%,14.46%,PAN,MORENA,PRD_PT
BENITO JUAREZ,2015,4471,4471-C2,539,563,91,26,21,11,2,14,4,45,9,11,1,0,0,18,253,91,45,26,46,0.1818181818,19,0.0750988142,0.4693877551,35.97%,10.28%,8.30%,4.35%,0.79%,5.53%,1.58%,17.79%,3.56%,4.35%,0.40%,0.00%,0.00%,7.11%,100.00%,35.97%,17.79%,10.28%,PAN,MORENA,PRI,35.97%,15.02%,9.09%,17.79%,5.53%,16.60%,100.00%,35.97%,17.79%,15.02%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4472,4472-B,553,572,123,28,32,5,4,7,8,41,5,11,2,0,2,17,285,123,41,32,82,0.2877192982,9,0.0315789474,0.5153707052,43.16%,9.82%,11.23%,1.75%,1.40%,2.46%,2.81%,14.39%,1.75%,3.86%,0.70%,0.00%,0.70%,5.96%,100.00%,43.16%,14.39%,11.23%,PAN,MORENA,PRD,43.16%,12.28%,12.63%,14.39%,2.46%,15.09%,100.00%,43.16%,14.39%,12.63%,PAN,MORENA,PRD_PT
BENITO JUAREZ,2015,4472,4472-C1,552,572,138,24,20,5,0,2,2,39,4,8,1,0,1,13,257,138,39,24,99,0.3852140078,15,0.0583657588,0.4655797101,53.70%,9.34%,7.78%,1.95%,0.00%,0.78%,0.78%,15.18%,1.56%,3.11%,0.39%,0.00%,0.39%,5.06%,100.00%,53.70%,15.18%,9.34%,PAN,MORENA,PRI,53.70%,11.67%,7.78%,15.18%,0.78%,10.89%,100.00%,53.70%,15.18%,11.67%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4472,4472-C2,552,572,141,25,15,4,3,5,2,48,3,8,1,0,0,29,284,141,48,25,93,0.3274647887,23,0.0809859155,0.5144927536,49.65%,8.80%,5.28%,1.41%,1.06%,1.76%,0.70%,16.90%,1.06%,2.82%,0.35%,0.00%,0.00%,10.21%,100.00%,49.65%,16.90%,8.80%,PAN,MORENA,PRI,49.65%,10.56%,6.34%,16.90%,1.76%,14.79%,100.00%,49.65%,16.90%,10.56%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4473,4473-B,707,743,156,39,20,11,2,12,3,42,8,15,1,0,1,30,340,156,42,39,114,0.3352941176,3,0.0088235294,0.4809052334,45.88%,11.47%,5.88%,3.24%,0.59%,3.53%,0.88%,12.35%,2.35%,4.41%,0.29%,0.00%,0.29%,8.82%,100.00%,45.88%,12.35%,11.47%,PAN,MORENA,PRI,45.88%,15.00%,6.47%,12.35%,3.53%,16.76%,100.00%,45.88%,15.00%,12.35%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4473,4473-C1,707,743,169,32,23,11,5,6,5,52,12,11,0,0,1,28,355,169,52,32,117,0.3295774648,20,0.0563380282,0.5021216407,47.61%,9.01%,6.48%,3.10%,1.41%,1.69%,1.41%,14.65%,3.38%,3.10%,0.00%,0.00%,0.28%,7.89%,100.00%,47.61%,14.65%,9.01%,PAN,MORENA,PRI,47.61%,12.11%,7.89%,14.65%,1.69%,16.06%,100.00%,47.61%,14.65%,12.11%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4474,4474-B,714,761,145,48,22,17,5,15,5,41,8,9,1,0,2,31,349,145,48,41,97,0.2779369628,7,0.0200573066,0.4887955182,41.55%,13.75%,6.30%,4.87%,1.43%,4.30%,1.43%,11.75%,2.29%,2.58%,0.29%,0.00%,0.57%,8.88%,100.00%,41.55%,13.75%,11.75%,PAN,PRI,MORENA,41.55%,18.91%,7.74%,11.75%,4.30%,15.76%,100.00%,41.55%,18.91%,11.75%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4475,4475-B,726,760,178,31,20,8,2,18,1,50,6,4,0,0,2,37,357,178,50,31,128,0.3585434174,19,0.0532212885,0.4917355372,49.86%,8.68%,5.60%,2.24%,0.56%,5.04%,0.28%,14.01%,1.68%,1.12%,0.00%,0.00%,0.56%,10.36%,100.00%,49.86%,14.01%,8.68%,PAN,MORENA,PRI,49.86%,10.92%,6.16%,14.01%,5.04%,14.01%,100.00%,49.86%,14.01%,10.92%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4475,4475-C1,725,760,164,47,13,5,3,17,5,49,9,10,0,0,1,25,348,164,49,47,115,0.3304597701,2,0.0057471264,0.4800000000,47.13%,13.51%,3.74%,1.44%,0.86%,4.89%,1.44%,14.08%,2.59%,2.87%,0.00%,0.00%,0.29%,7.18%,100.00%,47.13%,14.08%,13.51%,PAN,MORENA,PRI,47.13%,14.94%,4.60%,14.08%,4.89%,14.37%,100.00%,47.13%,14.94%,14.08%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4475,4475-C2,725,759,174,40,11,6,5,9,5,61,8,9,1,0,3,39,371,174,61,40,113,0.3045822102,21,0.0566037736,0.5117241379,46.90%,10.78%,2.96%,1.62%,1.35%,2.43%,1.35%,16.44%,2.16%,2.43%,0.27%,0.00%,0.81%,10.51%,100.00%,46.90%,16.44%,10.78%,PAN,MORENA,PRI,46.90%,12.67%,4.31%,16.44%,2.43%,17.25%,100.00%,46.90%,16.44%,12.67%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4476,4476-B,740,759,171,34,32,8,1,15,5,46,11,14,1,0,3,30,371,171,46,34,125,0.3369272237,12,0.0323450135,0.5013513514,46.09%,9.16%,8.63%,2.16%,0.27%,4.04%,1.35%,12.40%,2.96%,3.77%,0.27%,0.00%,0.81%,8.09%,100.00%,46.09%,12.40%,9.16%,PAN,MORENA,PRI,46.09%,11.59%,8.89%,12.40%,4.04%,16.98%,100.00%,46.09%,12.40%,11.59%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4476,4476-C1,740,759,189,39,24,6,5,9,5,44,7,10,0,0,3,17,358,189,44,39,145,0.4050279330,5,0.0139664804,0.4837837838,52.79%,10.89%,6.70%,1.68%,1.40%,2.51%,1.40%,12.29%,1.96%,2.79%,0.00%,0.00%,0.84%,4.75%,100.00%,52.79%,12.29%,10.89%,PAN,MORENA,PRI,52.79%,12.57%,8.10%,12.29%,2.51%,11.73%,100.00%,52.79%,12.57%,12.29%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4476,4476-C2,740,758,191,25,14,10,1,10,4,43,11,10,0,0,0,22,341,191,43,25,148,0.4340175953,18,0.0527859238,0.4608108108,56.01%,7.33%,4.11%,2.93%,0.29%,2.93%,1.17%,12.61%,3.23%,2.93%,0.00%,0.00%,0.00%,6.45%,100.00%,56.01%,12.61%,7.33%,PAN,MORENA,PRI,56.01%,10.26%,4.40%,12.61%,2.93%,13.78%,100.00%,56.01%,12.61%,10.26%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4477,4477-B,505,526,116,24,4,3,2,11,4,36,4,5,1,0,0,27,237,116,36,24,80,0.3375527426,12,0.0506329114,0.4693069307,48.95%,10.13%,1.69%,1.27%,0.84%,4.64%,1.69%,15.19%,1.69%,2.11%,0.42%,0.00%,0.00%,11.39%,100.00%,48.95%,15.19%,10.13%,PAN,MORENA,PRI,48.95%,11.81%,2.53%,15.19%,4.64%,16.88%,100.00%,48.95%,15.19%,11.81%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4477,4477-C1,504,526,103,26,21,4,2,17,5,36,8,10,0,0,0,22,254,103,36,26,67,0.2637795276,10,0.0393700787,0.5039682540,40.55%,10.24%,8.27%,1.57%,0.79%,6.69%,1.97%,14.17%,3.15%,3.94%,0.00%,0.00%,0.00%,8.66%,100.00%,40.55%,14.17%,10.24%,PAN,MORENA,PRI,40.55%,11.81%,9.06%,14.17%,6.69%,17.72%,100.00%,40.55%,14.17%,11.81%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4477,4477-C2,504,526,140,18,18,5,0,10,2,34,2,9,0,0,0,15,253,140,34,18,106,0.4189723320,16,0.0632411067,0.5019841270,55.34%,7.11%,7.11%,1.98%,0.00%,3.95%,0.79%,13.44%,0.79%,3.56%,0.00%,0.00%,0.00%,5.93%,100.00%,55.34%,13.44%,7.11%,PAN,MORENA,PRI,55.34%,9.09%,7.11%,13.44%,3.95%,11.07%,100.00%,55.34%,13.44%,9.09%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4478,4478-B,513,540,139,22,8,11,0,8,4,28,10,3,2,0,5,18,258,139,28,22,111,0.4302325581,6,0.0232558140,0.5029239766,53.88%,8.53%,3.10%,4.26%,0.00%,3.10%,1.55%,10.85%,3.88%,1.16%,0.78%,0.00%,1.94%,6.98%,100.00%,53.88%,10.85%,8.53%,PAN,MORENA,PRI,53.88%,13.57%,3.10%,10.85%,3.10%,15.50%,100.00%,53.88%,13.57%,10.85%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4478,4478-C1,513,540,141,31,6,8,5,12,5,31,2,7,0,0,0,18,266,141,31,31,110,0.4135338346,0,0.0000000000,0.5185185185,53.01%,11.65%,2.26%,3.01%,1.88%,4.51%,1.88%,11.65%,0.75%,2.63%,0.00%,0.00%,0.00%,6.77%,100.00%,53.01%,11.65%,11.65%,PAN,MORENA,MORENA,53.01%,14.66%,4.14%,11.65%,4.51%,12.03%,100.00%,53.01%,14.66%,11.65%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4479,4479-B,444,468,98,20,14,10,2,10,2,26,5,7,1,0,0,15,210,98,26,20,72,0.3428571429,6,0.0285714286,0.4729729730,46.67%,9.52%,6.67%,4.76%,0.95%,4.76%,0.95%,12.38%,2.38%,3.33%,0.48%,0.00%,0.00%,7.14%,100.00%,46.67%,12.38%,9.52%,PAN,MORENA,PRI,46.67%,14.76%,7.62%,12.38%,4.76%,13.81%,100.00%,46.67%,14.76%,12.38%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4479,4479-C1,443,467,99,13,19,13,1,5,3,27,4,3,0,1,1,20,209,99,27,19,72,0.3444976077,8,0.0382775120,0.4717832957,47.37%,6.22%,9.09%,6.22%,0.48%,2.39%,1.44%,12.92%,1.91%,1.44%,0.00%,0.48%,0.48%,9.57%,100.00%,47.37%,12.92%,9.09%,PAN,MORENA,PRD,47.37%,12.44%,10.05%,12.92%,2.39%,14.83%,100.00%,47.37%,12.92%,12.44%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4480,4480-B,418,437,83,13,17,6,0,10,3,31,10,7,0,0,1,20,201,83,31,17,52,0.2587064677,14,0.0696517413,0.4808612440,41.29%,6.47%,8.46%,2.99%,0.00%,4.98%,1.49%,15.42%,4.98%,3.48%,0.00%,0.00%,0.50%,9.95%,100.00%,41.29%,15.42%,8.46%,PAN,MORENA,PRD,41.29%,9.45%,8.46%,15.42%,4.98%,20.40%,100.00%,41.29%,15.42%,9.45%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4480,4480-C1,418,437,83,18,13,5,3,5,5,21,8,4,0,0,2,23,190,83,21,18,62,0.3263157895,3,0.0157894737,0.4545454545,43.68%,9.47%,6.84%,2.63%,1.58%,2.63%,2.63%,11.05%,4.21%,2.11%,0.00%,0.00%,1.05%,12.11%,100.00%,43.68%,11.05%,9.47%,PAN,MORENA,PRI,43.68%,12.11%,8.42%,11.05%,2.63%,22.11%,100.00%,43.68%,12.11%,11.05%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4481,4481-B,406,425,86,29,15,6,1,10,4,33,5,1,1,0,2,22,215,86,33,29,53,0.2465116279,4,0.0186046512,0.5295566502,40.00%,13.49%,6.98%,2.79%,0.47%,4.65%,1.86%,15.35%,2.33%,0.47%,0.47%,0.00%,0.93%,10.23%,100.00%,40.00%,15.35%,13.49%,PAN,MORENA,PRI,40.00%,16.74%,7.44%,15.35%,4.65%,15.81%,100.00%,40.00%,16.74%,15.35%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4481,4481-C1,405,425,111,34,13,7,4,9,1,27,6,7,1,0,3,18,241,111,34,27,77,0.3195020747,7,0.0290456432,0.5950617284,46.06%,14.11%,5.39%,2.90%,1.66%,3.73%,0.41%,11.20%,2.49%,2.90%,0.41%,0.00%,1.24%,7.47%,100.00%,46.06%,14.11%,11.20%,PAN,PRI,MORENA,46.06%,17.43%,7.05%,11.20%,3.73%,14.52%,100.00%,46.06%,17.43%,11.20%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4482,4482-B,554,577,93,26,36,19,6,20,7,42,8,16,1,0,0,16,290,93,42,36,51,0.1758620690,6,0.0206896552,0.5234657040,32.07%,8.97%,12.41%,6.55%,2.07%,6.90%,2.41%,14.48%,2.76%,5.52%,0.34%,0.00%,0.00%,5.52%,100.00%,32.07%,14.48%,12.41%,PAN,MORENA,PRD,32.07%,15.86%,14.48%,14.48%,6.90%,16.21%,100.00%,32.07%,15.86%,14.48%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4482,4482-C1,554,577,97,16,29,15,5,18,9,40,4,19,0,0,0,27,279,97,40,29,57,0.2043010753,11,0.0394265233,0.5036101083,34.77%,5.73%,10.39%,5.38%,1.79%,6.45%,3.23%,14.34%,1.43%,6.81%,0.00%,0.00%,0.00%,9.68%,100.00%,34.77%,14.34%,10.39%,PAN,MORENA,PRD,34.77%,11.11%,12.19%,14.34%,6.45%,21.15%,100.00%,34.77%,14.34%,12.19%,PAN,MORENA,PRD_PT
BENITO JUAREZ,2015,4482,4482-C2,554,577,94,30,23,12,6,13,11,58,6,17,1,0,2,21,294,94,58,30,36,0.1224489796,28,0.0952380952,0.5306859206,31.97%,10.20%,7.82%,4.08%,2.04%,4.42%,3.74%,19.73%,2.04%,5.78%,0.34%,0.00%,0.68%,7.14%,100.00%,31.97%,19.73%,10.20%,PAN,MORENA,PRI,31.97%,14.63%,9.86%,19.73%,4.42%,19.39%,100.00%,31.97%,19.73%,14.63%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4483,4483-B,561,584,134,42,20,18,1,11,2,40,7,11,1,0,0,16,303,134,42,40,92,0.3036303630,2,0.0066006601,0.5401069519,44.22%,13.86%,6.60%,5.94%,0.33%,3.63%,0.66%,13.20%,2.31%,3.63%,0.33%,0.00%,0.00%,5.28%,100.00%,44.22%,13.86%,13.20%,PAN,PRI,MORENA,44.22%,20.13%,6.93%,13.20%,3.63%,11.88%,100.00%,44.22%,20.13%,13.20%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4483,4483-C1,561,583,134,35,11,17,5,4,4,51,12,11,1,0,0,22,307,134,51,35,83,0.2703583062,16,0.0521172638,0.5472370766,43.65%,11.40%,3.58%,5.54%,1.63%,1.30%,1.30%,16.61%,3.91%,3.58%,0.33%,0.00%,0.00%,7.17%,100.00%,43.65%,16.61%,11.40%,PAN,MORENA,PRI,43.65%,17.26%,5.21%,16.61%,1.30%,15.96%,100.00%,43.65%,17.26%,16.61%,PAN,PRI_PVEM,MORENA
BENITO JUAREZ,2015,4484,4484-B,611,640,114,30,31,15,3,15,3,45,7,15,0,0,2,18,298,114,45,31,69,0.2315436242,14,0.0469798658,0.4877250409,38.26%,10.07%,10.40%,5.03%,1.01%,5.03%,1.01%,15.10%,2.35%,5.03%,0.00%,0.00%,0.67%,6.04%,100.00%,38.26%,15.10%,10.40%,PAN,MORENA,PRD,38.26%,15.10%,11.41%,15.10%,5.03%,15.10%,100.00%,38.26%,15.10%,15.10%,PAN,MORENA,MORENA
BENITO JUAREZ,2015,4484,4484-C1,611,640,78,29,39,11,2,15,6,38,7,13,1,0,0,13,252,78,39,38,39,0.1547619048,1,0.0039682540,0.4124386252,30.95%,11.51%,15.48%,4.37%,0.79%,5.95%,2.38%,15.08%,2.78%,5.16%,0.40%,0.00%,0.00%,5.16%,100.00%,30.95%,15.48%,15.08%,PAN,PRD,MORENA,30.95%,16.27%,16.27%,15.08%,5.95%,15.48%,100.00%,30.95%,16.27%,16.27%,PAN,PRD_PT,PRD_PT
BENITO JUAREZ,2015,4484,4484-C2,611,639,115,25,26,21,6,20,7,59,6,18,0,0,1,21,325,115,59,26,56,0.1723076923,33,0.1015384615,0.5319148936,35.38%,7.69%,8.00%,6.46%,1.85%,6.15%,2.15%,18.15%,1.85%,5.54%,0.00%,0.00%,0.31%,6.46%,100.00%,35.38%,18.15%,8.00%,PAN,MORENA,PRD,35.38%,14.15%,9.85%,18.15%,6.15%,16.31%,100.00%,35.38%,18.15%,14.15%,PAN,MORENA,PRI_PVEM
BENITO JUAREZ,2015,4485,4485-B,677,703,110,27,35,10,7,14,5,61,9,10,2,0,0,21,311,110,61,35,49,0.1575562701,26,0.0836012862,0.4593796160,35.37%,8.68%,11.25%,3.22%,2.25%,4.50%,1.61%,19.61%,2.89%,3.22%,0.64%,0.00%,0.00%,6.75%,100.00%,35.37%,19.61%,11.25%,PAN,MORENA,PRD,35.37%,12.54%,13.50%,19.61%,4.50%,14.47%,100.00%,35.37%,19.61%,13.50%,PAN,MORENA,PRD_PT
